id,name,city,state,verified_count,verified_images_pipe
cmptwukx8000005l1oabrn2bo,Shimla,Shimla,Himachal Pradesh,2,https://upload.wikimedia.org/wikipedia/commons/b/ba/Landscape_of_Shimla_%2C_Himachal_Pradesh.jpg|https://upload.wikimedia.org/wikipedia/commons/f/fd/Christ_Church%2C_Shimla.jpg
cmpy1k71t000804l5ge08s4vg,Shimla Mall Road,Shimla,Himachal Pradesh,5,https://upload.wikimedia.org/wikipedia/commons/0/02/Bird_eye_View_of_Mall_Road_%28Shimla%29.jpg|https://upload.wikimedia.org/wikipedia/commons/f/fd/Christ_Church%2C_Shimla.jpg|https://upload.wikimedia.org/wikipedia/commons/4/4e/Shimla_Mall_Road.jpg|https://upload.wikimedia.org/wikipedia/commons/8/8c/Shimla_City_View.jpg|https://upload.wikimedia.org/wikipedia/commons/1/1a/The_Ridge%2C_Shimla.jpg
cmpy1ks8o000k04l5sjl8242i,Atal Tunnel Sissu,Sissu,Himachal Pradesh,1,https://upload.wikimedia.org/wikipedia/commons/d/d2/Atal_Tunnel_vrtmrgmpksk_%282%29.jpg
cmpy1ktuf000o04l5dxohzjoq,Tabo Monastery,Tabo,Himachal Pradesh,2,https://upload.wikimedia.org/wikipedia/commons/3/3b/Tabo_Monastery.jpg|https://upload.wikimedia.org/wikipedia/commons/2/2a/Key_Monastery_Spiti.jpg
cmpy1kt5n000m04l54jps5r42,Tosh,Tosh,Himachal Pradesh,1,https://upload.wikimedia.org/wikipedia/commons/9/9e/Kasol_Parvati_valley.jpg
cmpuzrmhq000a04l2uo22mh07,Doodhpathri,Budgam,Jammu and Kashmir,4,https://upload.wikimedia.org/wikipedia/commons/f/f2/Doodhpathri_-_A_dirt_road_goes_through_the_many_meadows_southwest_Jammu_Kashmir_India.jpg|https://upload.wikimedia.org/wikipedia/commons/c/cb/Doodhpathri_-_pony_riding_across_the_meadows_southwest_Jammu_Kashmir_India.jpg|https://upload.wikimedia.org/wikipedia/commons/4/43/Meadows_and_Forests_Doodhpathri_southwest_Jammu_Kashmir_India.jpg|https://upload.wikimedia.org/wikipedia/commons/a/ae/A_bench_with_scenic_view_Doodhpathri_southwest_Jammu_Kashmir_India.jpg
cmpy28v4v002f04l5gzdnqgty,Yusmarg,Budgam,Jammu and Kashmir,0,
cmpy29adk002k04l5gckawv9b,Nubra Valley Diskit Monastery,Diskit,Jammu and Kashmir,2,https://upload.wikimedia.org/wikipedia/commons/9/9e/Nubra_Valley.jpg|https://upload.wikimedia.org/wikipedia/commons/3/3a/Diskit_Gompa.jpg
cmpuzrlso000704l2xglzdix5,Gulmarg,Gulmarg,Jammu and Kashmir,5,https://upload.wikimedia.org/wikipedia/commons/c/c3/Green_meadows_of_Gulmarg.jpg|https://upload.wikimedia.org/wikipedia/commons/2/29/Gulmarg_hill_Station.jpg|https://upload.wikimedia.org/wikipedia/commons/8/87/Gulmarg_%2C_Jammu_%26_Kashmir.jpg|https://upload.wikimedia.org/wikipedia/commons/f/fd/APARAWAT%2C_PHASE_2%2C_GONDOLA%2C_HIMALAYAS%2C_GULMARG%2C_KASHMIR_2.jpg|https://upload.wikimedia.org/wikipedia/commons/b/b8/APARAWAT%2C_PHASE_2%2C_GONDOLA%2C_HIMALAYAS%2C_GULMARG%2C_KASHMIR.jpg
cmpy299wr002i04l58b7q4pt2,Leh Palace,Leh,Jammu and Kashmir,3,https://upload.wikimedia.org/wikipedia/commons/3/3e/Leh_Palace_2012.jpg|https://upload.wikimedia.org/wikipedia/commons/8/8f/Leh_palace_and_the_city.jpg|https://upload.wikimedia.org/wikipedia/commons/2/2d/Leh_Palace_Ladakh.jpg
cmpy298lx002h04l5usrtgzpe,Aru Valley,Pahalgam,Jammu and Kashmir,4,https://upload.wikimedia.org/wikipedia/commons/0/04/A_view_of_Pahalgam_valley.jpg|https://upload.wikimedia.org/wikipedia/commons/1/15/Autumn_weather_in_pahalgam_kashmir_valley.jpg|https://upload.wikimedia.org/wikipedia/commons/1/19/Betaab_Valley_Pahalgam.jpg|https://upload.wikimedia.org/wikipedia/commons/4/42/Betaab_Valley%2C_Pahalgam%2C_Kashmir.jpg
cmpy28unt002e04l5wgh170l0,Betaab Valley,Pahalgam,Jammu and Kashmir,5,https://upload.wikimedia.org/wikipedia/commons/9/9e/A_natural_view_of_Pahalgam_in_morning.jpg|https://upload.wikimedia.org/wikipedia/commons/0/04/A_view_of_Pahalgam_valley.jpg|https://upload.wikimedia.org/wikipedia/commons/1/15/Autumn_weather_in_pahalgam_kashmir_valley.jpg|https://upload.wikimedia.org/wikipedia/commons/1/19/Betaab_Valley_Pahalgam.jpg|https://upload.wikimedia.org/wikipedia/commons/4/42/Betaab_Valley%2C_Pahalgam%2C_Kashmir.jpg
cmpuzrm11000804l294w4ll6v,Pahalgam,Pahalgam,Jammu and Kashmir,5,https://upload.wikimedia.org/wikipedia/commons/9/9e/A_natural_view_of_Pahalgam_in_morning.jpg|https://upload.wikimedia.org/wikipedia/commons/0/04/A_view_of_Pahalgam_valley.jpg|https://upload.wikimedia.org/wikipedia/commons/1/15/Autumn_weather_in_pahalgam_kashmir_valley.jpg|https://upload.wikimedia.org/wikipedia/commons/1/19/Betaab_Valley_Pahalgam.jpg|https://upload.wikimedia.org/wikipedia/commons/4/42/Betaab_Valley%2C_Pahalgam%2C_Kashmir.jpg
cmpy29a56002j04l548yfdxb9,Pangong Lake,Pangong,Jammu and Kashmir,4,https://upload.wikimedia.org/wikipedia/commons/1/1d/Pangong_Lake.jpg|https://upload.wikimedia.org/wikipedia/commons/8/8e/Pangong_Tso_Ladakh.jpg|https://upload.wikimedia.org/wikipedia/commons/4/4c/Pangong_lake.jpg|https://upload.wikimedia.org/wikipedia/commons/7/7c/A_Boatman_in_Dal_Lake%2C_Srinagar.jpg
cmpuzrm9e000904l217by8k9n,Sonamarg,Sonamarg,Jammu and Kashmir,3,https://upload.wikimedia.org/wikipedia/commons/d/d0/Sonamarg-_Meadow_of_Gold.jpg|https://upload.wikimedia.org/wikipedia/commons/8/89/Sonamarg%2C_jammu_and_kashmir.jpg|https://upload.wikimedia.org/wikipedia/commons/b/bc/Thajiwas_Park%2C_Sonamarg%2C_Jammu_and_Kashmir%2C_India.jpg
cmpuzrlkb000604l214gvw6oo,Char Chinar,Srinagar,Jammu and Kashmir,5,https://upload.wikimedia.org/wikipedia/commons/4/47/Char_Chinar_%28viewed_from_Lake%29.jpg|https://upload.wikimedia.org/wikipedia/commons/1/18/Char_Chinar_-_panoramio.jpg|https://upload.wikimedia.org/wikipedia/commons/8/8b/Char_Chinar_at_Dal_Lake_1.jpg|https://upload.wikimedia.org/wikipedia/commons/e/e6/Char_Chinar_at_Dal_Lake_2.jpg|https://upload.wikimedia.org/wikipedia/commons/d/d1/Char_Chinar_at_Dal_Lake_3.jpg
cmpuzrk5n000004l2mwlbtm3n,Dal Lake,Srinagar,Jammu and Kashmir,5,https://upload.wikimedia.org/wikipedia/commons/7/7c/A_Boatman_in_Dal_Lake%2C_Srinagar.jpg|https://upload.wikimedia.org/wikipedia/commons/1/14/Boat_on_Dal_Lake%2C_Srinagar.jpg|https://upload.wikimedia.org/wikipedia/commons/c/c0/Boats_at_Dal_Lake%2C_Srinagar.jpg|https://upload.wikimedia.org/wikipedia/commons/6/66/Boats_on_Dal_Lake%2C_Srinagar_during_Sunset.jpg|https://upload.wikimedia.org/wikipedia/commons/d/d1/Char_Chinar_at_Dal_Lake_3.jpg
cmpy297we002g04l5izz1x1y2,Indira Gandhi Memorial Tulip Garden,Srinagar,Jammu and Kashmir,5,https://upload.wikimedia.org/wikipedia/commons/e/e1/Flowers_in_Nishat_Bagh_%28Srinagar%29.jpg|https://upload.wikimedia.org/wikipedia/commons/a/a8/India_-_Srinagar_-_023_-_Nishat_Bagh_Mughal_Gardens.jpg|https://upload.wikimedia.org/wikipedia/commons/c/c8/India_-_Srinagar_-_026_-_flowers_at_Nishat_Bagh_Mughal_Gardens_%283919402718%29.jpg|https://upload.wikimedia.org/wikipedia/commons/6/6b/India_-_Srinagar_-_030_-_fountains_at_Nishat_Bagh_Mughal_Gardens.jpg|https://upload.wikimedia.org/wikipedia/commons/8/8f/India_-_Srinagar_-_032_-_sunset_at_Nishat_Bagh_Mughal_Gardens_HDR.jpg
cmpuzrkmv000204l232vnkj3z,Nishat Bagh,Srinagar,Jammu and Kashmir,5,https://upload.wikimedia.org/wikipedia/commons/e/e1/Flowers_in_Nishat_Bagh_%28Srinagar%29.jpg|https://upload.wikimedia.org/wikipedia/commons/a/a8/India_-_Srinagar_-_023_-_Nishat_Bagh_Mughal_Gardens.jpg|https://upload.wikimedia.org/wikipedia/commons/c/c8/India_-_Srinagar_-_026_-_flowers_at_Nishat_Bagh_Mughal_Gardens_%283919402718%29.jpg|https://upload.wikimedia.org/wikipedia/commons/6/6b/India_-_Srinagar_-_030_-_fountains_at_Nishat_Bagh_Mughal_Gardens.jpg|https://upload.wikimedia.org/wikipedia/commons/8/8f/India_-_Srinagar_-_032_-_sunset_at_Nishat_Bagh_Mughal_Gardens_HDR.jpg
cmpv0nqqb000d04lel989i5jv,Agumbe,Agumbe,Karnataka,3,https://upload.wikimedia.org/wikipedia/commons/4/43/View_from_sunset_point%2C_Agumbe_%2816017939927%29.jpg|https://upload.wikimedia.org/wikipedia/commons/8/8d/Tropical_rainforest_Agumbe.jpg|https://upload.wikimedia.org/wikipedia/commons/e/ef/Sunset_Silence_Over_Agumbe_Hills.jpg
cmpxzg9a8000604jryxipbgdh,Muthyala Maduvu,Anekal,Karnataka,2,https://upload.wikimedia.org/wikipedia/commons/9/94/Muthyalamaduvu1.jpg|https://upload.wikimedia.org/wikipedia/commons/6/68/Muthyalamaduvu2.jpg
cmpxzp4ki000504kyacwsv6o2,Mullayanagiri,Chikkamagaluru,Karnataka,1,https://upload.wikimedia.org/wikipedia/commons/4/4f/Mullayanagiri_hills_near_Chikamagalur.png
cmpxzwzte000104l7edddvnsn,Chikmagalur,Chikmagalur,Karnataka,2,https://upload.wikimedia.org/wikipedia/commons/d/db/Chikmagalur%2C_India._%287793316622%29.jpg|https://upload.wikimedia.org/wikipedia/commons/9/97/Court_Road%2C_Chikmagalur..jpg
cmpxzx394000d04l7o56gqkm1,Mullayanagiri,Chikmagalur,Karnataka,1,https://upload.wikimedia.org/wikipedia/commons/4/4f/Mullayanagiri_hills_near_Chikamagalur.png
cmpxzp2zs000204ky1xvllwxz,Hebbe Falls,Kemmangundi,Karnataka,5,https://upload.wikimedia.org/wikipedia/commons/6/68/Hebbe_Falls.jpg|https://upload.wikimedia.org/wikipedia/commons/a/a0/Hebbe_Falls_in_Kemmangundi_coffee_estate_India.jpg|https://upload.wikimedia.org/wikipedia/commons/f/f2/Hebbe_falls_in_Kemmangundi_Karnataka_India.jpg|https://upload.wikimedia.org/wikipedia/commons/8/87/Hebbe_Falls_Chikmagalur_India.jpg|https://upload.wikimedia.org/wikipedia/commons/3/3a/Hebbe_Falls.jpg
cmpxzp4t4000604ky5nvcgvxs,Kemmangundi,Kemmangundi,Karnataka,5,https://upload.wikimedia.org/wikipedia/commons/d/d0/..._view_from_Kemmangundi_%2830311041773%29.jpg|https://upload.wikimedia.org/wikipedia/commons/2/2e/..._view_from_Kemmangundi_%2830311054433%29.jpg|https://upload.wikimedia.org/wikipedia/commons/0/00/A_view_of_clouds_mountains_and_rural_life_Kemmangundi_Karnataka_India_2014.jpg|https://upload.wikimedia.org/wikipedia/commons/5/5e/Hills_outside_Kemmangundi.jpg|https://upload.wikimedia.org/wikipedia/commons/8/85/Kemmanagundi_Hill_Station_-_panoramio.jpg
cmpxzp51r000704kyt9ccj0lv,Iruppu Falls,Kutta,Karnataka,4,https://upload.wikimedia.org/wikipedia/commons/8/8f/Abbey_Falls.jpg|https://upload.wikimedia.org/wikipedia/commons/4/4a/Mallalli_Falls.jpg|https://upload.wikimedia.org/wikipedia/commons/9/9c/Jog_Falls.jpg|https://upload.wikimedia.org/wikipedia/commons/3/3a/Hebbe_Falls.jpg
cmpxzp2r7000104ky3wba3v4w,Abbey Falls,Madikeri,Karnataka,5,https://upload.wikimedia.org/wikipedia/commons/3/36/Abby_Falls_at_its_best_during_Monsoon.jpg|https://upload.wikimedia.org/wikipedia/commons/b/b0/A_hanging_bridge_constructed_to_enjoy_the_view_of_Abbey_Falls%2C_Madikeri_%28Panorama%29.jpg|https://upload.wikimedia.org/wikipedia/commons/5/5d/1632_px_-_Abbey_Falls_India.JPG|https://upload.wikimedia.org/wikipedia/commons/4/45/ABBEY_FALLS_MADIKERI.jpg|https://upload.wikimedia.org/wikipedia/commons/a/a3/Abbey_Fall%2C_Madikeri_%281%29.jpg
cmpxzwzku000004l7989bdsf0,Coorg Madikeri,Madikeri,Karnataka,3,https://upload.wikimedia.org/wikipedia/commons/a/ab/Golden_Temple%2C%2C_Namdroling_Monastery%2C_Coorg_District%2C_Karnataka.jpg|https://upload.wikimedia.org/wikipedia/commons/7/7f/Omkareshwara_Temple%2C_Madikeri%2C_Kodagu_%28Coorg%29%2C_Karnataka%2C_India.jpg|https://upload.wikimedia.org/wikipedia/commons/3/3d/Omkareshwara_Temple%2C_Madikeri%2C_Kodagu_%28Coorg%29%2C_Karnataka.jpg
cmpxzg8k8000304jrg9qnlux1,Mekedatu,Mekedatu,Karnataka,5,https://upload.wikimedia.org/wikipedia/commons/b/b0/Sangam-Mekedatu_bangalore_river.jpg|https://upload.wikimedia.org/wikipedia/commons/9/9a/Sangam-Mekedatu_bangalore_river_with_hill_nature_beauty.jpg|https://upload.wikimedia.org/wikipedia/commons/e/ee/Sangam-Mekedatu_bangalore_hill_near_river.jpg|https://upload.wikimedia.org/wikipedia/commons/e/ef/Sangam-Mekedatu_bangalore_hill.jpg|https://upload.wikimedia.org/wikipedia/commons/1/11/Sangam-Mekedatu_bangalore.jpg
cmpxzgayv000c04jrlbkcvekj,Sangama,Sangama,Karnataka,2,https://upload.wikimedia.org/wikipedia/commons/5/54/Mekedatu_in_summer_2012.jpg|https://upload.wikimedia.org/wikipedia/commons/f/f7/Tip_of_Mekedatu.jpg
cmpxzgbp1000e04jrodn78hs3,Thottikallu Falls,Thottikallu,Karnataka,3,https://upload.wikimedia.org/wikipedia/commons/5/59/Thottikallu_falls.jpg|https://upload.wikimedia.org/wikipedia/commons/0/05/WV_banner_Central_Karnataka_Thottikallu_falls.jpg|https://upload.wikimedia.org/wikipedia/commons/f/f0/Muneeshwara_Swamy_Shrine_near_Thottikallu_falls.jpg
cmpuw5r0u000a04l1rv92f5qr,Alappuzha Backwaters,Alappuzha,Kerala,5,https://upload.wikimedia.org/wikipedia/commons/2/2b/Alappuzha_Backwaters%2C_Kerala%2CIndia.jpg|https://upload.wikimedia.org/wikipedia/commons/5/50/Alleppey_backwaters_view_%2C_Kerala_%2C_India_05.jpg|https://upload.wikimedia.org/wikipedia/commons/1/11/Alleppey_backwaters_view_%2C_woman_washing_clothes_in_backwaters_%2CKerala_%2C_India_12.jpg|https://upload.wikimedia.org/wikipedia/commons/e/e0/Around_Alappuzha_backwaters_Kerala.jpg|https://upload.wikimedia.org/wikipedia/commons/9/99/Backwaters_of_Alappuzha_%284608651360%29.jpg
cmpuw5pls000404l1wl7edvam,Athirappilly Waterfalls,Athirappilly,Kerala,4,https://upload.wikimedia.org/wikipedia/commons/e/e3/Athirappalli_Waterfalls%2C_Thrissur%2C_Kerala.jpg|https://upload.wikimedia.org/wikipedia/commons/b/b3/Athirappilly_Water_Falls_in_Kerala.jpg|https://upload.wikimedia.org/wikipedia/commons/d/d5/Athirappilly_Water_falls_Top_View.jpg|https://upload.wikimedia.org/wikipedia/commons/c/c6/Athirappilly_Waterfalls_July_2022_P01.jpg
cmpuw5pua000504l1gecmev6e,Vazhachal Falls,Athirappilly,Kerala,4,https://upload.wikimedia.org/wikipedia/commons/c/cb/Chalakudy_river_%40_Vazhachal_-_panoramio.jpg|https://upload.wikimedia.org/wikipedia/commons/1/14/Entrance_of_Vazachal_Water_Falls%2C_Vazachal_Medicinal_Garden_01.jpg|https://upload.wikimedia.org/wikipedia/commons/9/9e/Entrance_to_vazhachal_waterfall_IMAG1973.jpg|https://upload.wikimedia.org/wikipedia/commons/e/ef/Snap_from_Vazhachal_0555.JPG
cmpuw5pda000304l1btm4b20p,Guruvayur Sree Krishna Temple,Guruvayur,Kerala,4,https://upload.wikimedia.org/wikipedia/commons/0/04/009392022_Guruvayur_temple%2C_Kerala_004.jpg|https://upload.wikimedia.org/wikipedia/commons/6/62/009392022_Guruvayur_temple%2C_Kerala_024.jpg|https://upload.wikimedia.org/wikipedia/commons/f/fe/009392022_Guruvayur_temple%2C_Kerala_037.jpg|https://upload.wikimedia.org/wikipedia/commons/4/46/009392022_Guruvayur_temple%2C_Kerala_057.jpg
cmpy0wqme000d04jotfsb62nc,Guruvayur Temple,Guruvayur,Kerala,5,https://upload.wikimedia.org/wikipedia/commons/0/04/009392022_Guruvayur_temple%2C_Kerala_004.jpg|https://upload.wikimedia.org/wikipedia/commons/6/62/009392022_Guruvayur_temple%2C_Kerala_024.jpg|https://upload.wikimedia.org/wikipedia/commons/f/fe/009392022_Guruvayur_temple%2C_Kerala_037.jpg|https://upload.wikimedia.org/wikipedia/commons/4/46/009392022_Guruvayur_temple%2C_Kerala_057.jpg|https://upload.wikimedia.org/wikipedia/commons/8/88/Board_depicting_non-hindus_are_not_allowed_inside_Guruvayur_Temple.jpg
cmpuw5onp000004l1k0oubqan,Edakkal Caves,Kalpetta,Kerala,5,https://upload.wikimedia.org/wikipedia/commons/b/b3/Edakkal_Caves_-_Interior.jpg|https://upload.wikimedia.org/wikipedia/commons/e/e1/Edakkal_Caves_-_Petroglyphs_-_1.jpg|https://upload.wikimedia.org/wikipedia/commons/c/ce/Edakkal_Caves_-_Petroglyphs_-_10.jpg|https://upload.wikimedia.org/wikipedia/commons/4/4b/Edakkal_Caves_-_Petroglyphs_-_2.jpg|https://upload.wikimedia.org/wikipedia/commons/d/d2/Edakkal_Caves_-_Petroglyphs_-_4.jpg
cmpy0vdah000704jo1cucafe8,Meenmutty Falls,Kalpetta,Kerala,4,https://upload.wikimedia.org/wikipedia/commons/0/09/SOOCHIPPARA_WATERFALLS-WAYANAD.jpg|https://upload.wikimedia.org/wikipedia/commons/6/68/Soochipara_Falls%2C_Wayanad_Kerala%2C_2013.jpeg|https://upload.wikimedia.org/wikipedia/commons/f/fd/Soochipara_Falls%2C_Wayanad_Kerala%2C_2013_%28Landscape%29.jpeg|https://upload.wikimedia.org/wikipedia/commons/2/26/Soochipara_Waterfalls%2C_Wayanad_-_panoramio.jpg
cmpuw5owa000104l1ztf7ymhx,Soochipara Falls,Kalpetta,Kerala,5,https://upload.wikimedia.org/wikipedia/commons/0/09/SOOCHIPPARA_WATERFALLS-WAYANAD.jpg|https://upload.wikimedia.org/wikipedia/commons/0/06/Soochipara.jpg|https://upload.wikimedia.org/wikipedia/commons/6/68/Soochipara_Falls%2C_Wayanad_Kerala%2C_2013.jpeg|https://upload.wikimedia.org/wikipedia/commons/f/fd/Soochipara_Falls%2C_Wayanad_Kerala%2C_2013_%28Landscape%29.jpeg|https://upload.wikimedia.org/wikipedia/commons/2/26/Soochipara_Waterfalls%2C_Wayanad_-_panoramio.jpg
cmpy0veqh000904jo421ziqhy,Ashtamudi Lake,Kollam,Kerala,5,https://upload.wikimedia.org/wikipedia/commons/8/8b/A_top_view_of_Ashtamudi_backwaters.jpg|https://upload.wikimedia.org/wikipedia/commons/d/dd/Ashtamudi-lake.jpg|https://upload.wikimedia.org/wikipedia/commons/f/f0/Ashtamudi_Kerala.jpg|https://upload.wikimedia.org/wikipedia/commons/e/e6/Ashtamudi_Lake.jpg|https://upload.wikimedia.org/wikipedia/commons/0/04/Ashtamudi_Lake_3.jpg
cmpv0ns48000j04leajlwdmlk,Illikkal Kallu,Kottayam,Kerala,4,https://upload.wikimedia.org/wikipedia/commons/d/d1/Illikkal_Kallu_%28%E0%B4%87%E0%B4%B2%E0%B5%8D%E0%B4%B2%E0%B4%BF%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B5%BD_%E0%B4%95%E0%B4%B2%E0%B5%8D%E0%B4%B2%E0%B5%8D_%29.jpg|https://upload.wikimedia.org/wikipedia/commons/4/41/Illikkal_Kallu%2C_Kottayam%2C_Kerala.jpg|https://upload.wikimedia.org/wikipedia/commons/3/3a/The_beauty_of_nature_near_Illikkal_kallu_01.jpg|https://upload.wikimedia.org/wikipedia/commons/1/13/The_beauty_of_nature_near_Illikkal_kallu_02.jpg
cmpuw5ryu000e04l13e8b9vb8,Munnar,Munnar,Kerala,5,https://upload.wikimedia.org/wikipedia/commons/0/01/Munnar_-_Lockhart_tea_plantation.jpg|https://upload.wikimedia.org/wikipedia/commons/0/09/Munnar_-_Tea_Plantations.jpg|https://upload.wikimedia.org/wikipedia/commons/c/c7/Munnar_Tea_Farms-_view_of_elephants_grazing_01.jpg|https://upload.wikimedia.org/wikipedia/commons/d/d6/Munnar_Tea_Farms-_view_of_elephants_grazing_02.jpg|https://upload.wikimedia.org/wikipedia/commons/7/76/Munnar_Tea_Farms-_view_of_elephants_grazing_03.jpg
cmpppyeni000b04l2dbgts0ba,Munnar Tea Plantations,Munnar,Kerala,1,https://upload.wikimedia.org/wikipedia/commons/0/09/Munnar_-_Tea_Plantations.jpg
cmpy0vzcf000a04jot88nqq56,Banasura Sagar Dam,Padinjarathara,Kerala,5,https://upload.wikimedia.org/wikipedia/commons/3/36/A_typical_view_of_Banasura_Dam.JPG|https://upload.wikimedia.org/wikipedia/commons/9/99/Banasura_Dam3.jpg|https://upload.wikimedia.org/wikipedia/commons/a/a5/Banasurasagar-Spillway.jpg|https://upload.wikimedia.org/wikipedia/commons/f/f0/Banasurasagar_Main_Dam.jpg|https://upload.wikimedia.org/wikipedia/commons/1/12/Banasurasagar_dam1%28wayanad%29.jpg
cmpy0w0wv000b04jo35ajhhfc,Illikkal Kallu,Teekoy,Kerala,4,https://upload.wikimedia.org/wikipedia/commons/d/d1/Illikkal_Kallu_%28%E0%B4%87%E0%B4%B2%E0%B5%8D%E0%B4%B2%E0%B4%BF%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B5%BD_%E0%B4%95%E0%B4%B2%E0%B5%8D%E0%B4%B2%E0%B5%8D_%29.jpg|https://upload.wikimedia.org/wikipedia/commons/4/41/Illikkal_Kallu%2C_Kottayam%2C_Kerala.jpg|https://upload.wikimedia.org/wikipedia/commons/3/3a/The_beauty_of_nature_near_Illikkal_kallu_01.jpg|https://upload.wikimedia.org/wikipedia/commons/1/13/The_beauty_of_nature_near_Illikkal_kallu_02.jpg
cmpy0w15g000c04jo969ivo2d,Thenmala,Thenmala,Kerala,3,https://upload.wikimedia.org/wikipedia/commons/5/5e/Thenmala_boating.jpg|https://upload.wikimedia.org/wikipedia/commons/4/4f/Reservoir_of_Thenmala_Dam%2C_Kollam.jpg|https://upload.wikimedia.org/wikipedia/commons/9/9e/Statue_at_Thenmala_Leisure_Zone_04.jpg
cmpy0vdj4000804jod3wkmo8m,Thommankuthu,Thodupuzha,Kerala,1,https://upload.wikimedia.org/wikipedia/commons/3/31/Thommankuthu_waterfalls.jpg
cmpppyg3i000h04l2e82e9gs3,Edakkal Caves,Wayanad,Kerala,1,https://upload.wikimedia.org/wikipedia/commons/b/b3/Edakkal_Caves_-_Interior.jpg
cmpy09dah001j04kynuq2s549,Igatpuri,Igatpuri,Maharashtra,1,https://upload.wikimedia.org/wikipedia/commons/e/e6/Igatpuri_waterfall.jpg
cmpy1cxhm000404l56hzuwsjz,Karjat,Karjat,Maharashtra,0,
cmpy1bev3000104l5fpzpwwio,Karnala Bird Sanctuary,Karnala,Maharashtra,4,https://upload.wikimedia.org/wikipedia/commons/3/35/KarnalaWS.jpg|https://upload.wikimedia.org/wikipedia/commons/9/9e/Karnala_006.jpg|https://upload.wikimedia.org/wikipedia/commons/6/6e/Karnala_bird_santuary_1.jpg|https://upload.wikimedia.org/wikipedia/commons/5/5a/Karnala_bird_santuary_2.jpg
cmpy02qrk000t04kyxb9wrwnq,Khandala,Khandala,Maharashtra,3,https://upload.wikimedia.org/wikipedia/commons/1/11/%27The_Bhor_Ghat%2C_Gradient_of_the_Railway_Near_Khandala%2C_India%27%2C_wood_engraving_from_1884.jpg|https://upload.wikimedia.org/wikipedia/commons/c/c8/..._a_view_from_Khandala_%283625008608%29.jpg|https://upload.wikimedia.org/wikipedia/commons/6/67/A_Resort_near_Khandala_Point_at_Matheran_Hill_Station_-_panoramio.jpg
cmpy1bee9000004l5fnzm5pl7,Bhushi Dam,Lonavala,Maharashtra,5,https://upload.wikimedia.org/wikipedia/commons/9/9d/Bhushi_Dam.JPG|https://upload.wikimedia.org/wikipedia/commons/8/8f/Lonavala_hill_station.jpg|https://upload.wikimedia.org/wikipedia/commons/9/9a/Lonavala_valley.jpg|https://upload.wikimedia.org/wikipedia/commons/1/1a/Lonavala_monsoon_view.jpg|https://upload.wikimedia.org/wikipedia/commons/4/4b/Lonavala_tiger_point.jpg
cmpy02qah000r04ky273qsvrj,Lonavala,Lonavala,Maharashtra,5,https://upload.wikimedia.org/wikipedia/commons/8/8f/Lonavala_hill_station.jpg|https://upload.wikimedia.org/wikipedia/commons/9/9a/Lonavala_valley.jpg|https://upload.wikimedia.org/wikipedia/commons/1/1a/Lonavala_monsoon_view.jpg|https://upload.wikimedia.org/wikipedia/commons/4/4b/Lonavala_tiger_point.jpg|https://upload.wikimedia.org/wikipedia/commons/6/6e/Lonavala_western_ghats.jpg
cmpmp7d1v000t04jysyjcv4p9,Lonavala Tiger Point,Lonavala,Maharashtra,0,
cmpy02pt6000p04kyqcqvhipt,Mahabaleshwar,Mahabaleshwar,Maharashtra,3,https://upload.wikimedia.org/wikipedia/commons/7/78/Mahabaleshwar%2C_view_point.jpg|https://upload.wikimedia.org/wikipedia/commons/6/6d/Mahabaleshwar_-_Needle-hole_Point_%285769812159%29.jpg|https://upload.wikimedia.org/wikipedia/commons/b/b1/Mahabaleshwar_-_Panchghani_%285769484311%29.jpg
cmpy02qj0000s04kybne05n9e,Matheran,Matheran,Maharashtra,4,https://upload.wikimedia.org/wikipedia/commons/e/ee/551%2C_Matheran_Hill_Railway_%282533318533%29.jpg|https://upload.wikimedia.org/wikipedia/commons/6/67/A_Resort_near_Khandala_Point_at_Matheran_Hill_Station_-_panoramio.jpg|https://upload.wikimedia.org/wikipedia/commons/b/b3/HILLS_SEEN_ON_THE_WAY_TO_MATHERAN_-_panoramio.jpg|https://upload.wikimedia.org/wikipedia/commons/4/4c/India_-_Matheran_-_14_-_Climbing_to_the_hill_station_of_Matheran_%282798639503%29.jpg
cmpuycqer000804i9em433ddf,Global Vipassana Pagoda,Mumbai,Maharashtra,3,https://upload.wikimedia.org/wikipedia/commons/f/f2/Ceiling_of_Global_Vipassana_Pagoda.jpg|https://upload.wikimedia.org/wikipedia/commons/1/1e/Global_Vipassana_Pagoda_main_pillar.jpg|https://upload.wikimedia.org/wikipedia/commons/1/12/Mumabi_Pagoda_Temple.jpg
cmpy1bfom000204l58lvldmo6,Gorai Beach,Mumbai,Maharashtra,0,
cmpuycqve000a04i9krux4y9h,Hanging Gardens,Mumbai,Maharashtra,3,https://upload.wikimedia.org/wikipedia/commons/c/c1/Hanging_Gardens%2C_Mumbai%2C_2009.JPG|https://upload.wikimedia.org/wikipedia/commons/4/4f/Hanging_Gardens_Malabar_Hill.jpg|https://upload.wikimedia.org/wikipedia/commons/a/ab/Jackfruit_tree_Malabar_hills_Hanging_gardens_Mumbai.jpg
